"idCliente","Nome","Tipo","Media de Alunos","Classificacao","idCidade"
"8768","CLI6868","Escola Fundamental","397","C","523"
"8769","CLI6869","Escola Secundária","377","B","524"
"8770","CLI6870","Escola Secundária","499","A","501"
"8771","CLI6871","Escola Fundamental","367","A","528"
"8772","CLI6872","Escola Fundamental","306","C","529"
"8773","CLI6873","Escola Fundamental","450","C","533"
"8774","CLI6874","Universidade Privada","336","D","511"
"8775","CLI6875","Escola Fundamental","488","C","526"
"8776","CLI6876","Escola Secundária","393","B","530"
"8777","CLI6877","Escola Fundamental","378","B","528"
"8778","CLI6878","Universidade Privada","351","C","502"
"8779","CLI6879","Escola Secundária","418","B","532"
"8780","CLI6880","Universidade Pública","392","D","528"
"8781","CLI6881","Escola Secundária","380","D","529"
"8782","CLI6882","Universidade Privada","436","D","509"
"8783","CLI6883","Escola Secundária","304","B","520"
"8784","CLI6884","Escola Fundamental","409","A","515"
"8785","CLI6885","Escola Fundamental","464","A","526"
"8786","CLI6886","Universidade Privada","446","A","525"
"8787","CLI6887","Escola Fundamental","387","C","528"
"8788","CLI6888","Universidade Pública","388","C","531"
"8789","CLI6889","Escola Secundária","494","C","533"
"8790","CLI6890","Escola Secundária","474","D","533"
"8791","CLI6891","Escola Secundária","488","C","527"
"8792","CLI6892","Universidade Pública","314","B","528"
"8793","CLI6893","Universidade Privada","485","C","503"
"8794","CLI6894","Universidade Privada","364","D","525"
"8795","CLI6895","Escola Secundária","499","B","522"
"8796","CLI6896","Escola Fundamental","334","B","508"
"8797","CLI6897","Escola Secundária","351","B","508"
"8798","CLI6898","Escola Secundária","499","C","512"
"8799","CLI6899","Universidade Pública","314","A","521"
"8800","CLI6900","Escola Fundamental","493","D","511"
"8801","CLI6901","Universidade Privada","424","A","514"
"8802","CLI6902","Escola Fundamental","492","C","525"
"8803","CLI6903","Universidade Pública","308","A","509"
"8804","CLI6904","Escola Secundária","370","C","502"
"8805","CLI6905","Universidade Privada","481","B","526"
"8806","CLI6906","Universidade Privada","394","B","504"
"8807","CLI6907","Universidade Privada","430","D","503"
"8808","CLI6908","Escola Secundária","356","C","523"
"8809","CLI6909","Universidade Privada","491","D","500"
"8810","CLI6910","Universidade Privada","461","C","532"
"8811","CLI6911","Universidade Pública","342","D","500"
"8812","CLI6912","Escola Fundamental","326","D","524"
"8813","CLI6913","Universidade Privada","498","D","507"
"8814","CLI6914","Universidade Privada","438","A","514"
"8815","CLI6915","Escola Fundamental","330","C","512"
"8816","CLI6916","Escola Fundamental","407","C","510"
"8817","CLI6917","Universidade Pública","445","B","508"
"8818","CLI6918","Escola Secundária","358","A","528"
"8819","CLI6919","Escola Secundária","330","B","519"
"8820","CLI6920","Escola Secundária","455","B","504"
"8821","CLI6921","Escola Secundária","440","B","521"
"8822","CLI6922","Universidade Privada","351","D","515"
"8823","CLI6923","Universidade Privada","459","C","510"
"8824","CLI6924","Universidade Privada","458","C","528"
"8825","CLI6925","Universidade Privada","364","B","530"
"8826","CLI6926","Universidade Privada","440","A","519"
"8827","CLI6927","Escola Secundária","314","C","508"
"8828","CLI6928","Escola Secundária","465","B","500"
"8829","CLI6929","Escola Secundária","479","D","505"
"8830","CLI6930","Universidade Privada","358","A","517"
"8831","CLI6931","Escola Fundamental","432","B","522"
"8832","CLI6932","Universidade Privada","333","C","524"
"8833","CLI6933","Universidade Pública","378","D","504"
"8834","CLI6934","Universidade Pública","444","B","521"
"8835","CLI6935","Universidade Pública","482","C","532"
"8836","CLI6936","Escola Fundamental","404","A","533"
"8837","CLI6937","Universidade Privada","477","C","532"
"8838","CLI6938","Escola Fundamental","391","C","502"
"8839","CLI6939","Escola Secundária","439","A","511"
"8840","CLI6940","Escola Secundária","311","A","513"
"8841","CLI6941","Universidade Pública","412","C","513"
"8842","CLI6942","Escola Fundamental","330","A","531"
"8843","CLI6943","Universidade Pública","310","A","532"
"8844","CLI6944","Universidade Privada","410","A","520"
"8845","CLI6945","Escola Secundária","308","B","505"
"8846","CLI6946","Universidade Pública","444","C","507"
"8847","CLI6947","Escola Fundamental","486","B","524"
"8848","CLI6948","Escola Fundamental","334","C","506"
"8849","CLI6949","Escola Secundária","470","D","532"
"8850","CLI6950","Escola Fundamental","473","C","515"
"8851","CLI6951","Escola Secundária","367","D","524"
"8852","CLI6952","Universidade Pública","356","C","510"
"8853","CLI6953","Universidade Privada","386","B","517"
"8854","CLI6954","Escola Secundária","393","A","528"
"8855","CLI6955","Escola Fundamental","343","C","513"
"8856","CLI6956","Universidade Pública","471","D","516"
"8857","CLI6957","Escola Fundamental","444","B","533"
"8858","CLI6958","Escola Secundária","361","B","508"
"8859","CLI6959","Escola Secundária","349","A","504"
"8860","CLI6960","Universidade Pública","329","D","516"
"8861","CLI6961","Escola Fundamental","348","A","518"
"8862","CLI6962","Escola Secundária","362","D","516"
"8863","CLI6963","Universidade Privada","448","C","531"
"8864","CLI6964","Escola Fundamental","417","B","505"
"8865","CLI6965","Escola Fundamental","311","B","509"
"8866","CLI6966","Escola Secundária","444","C","518"
"8867","CLI6967","Escola Fundamental","316","D","503"
"8868","CLI6968","Escola Fundamental","309","A","526"
"8869","CLI6969","Escola Secundária","334","A","526"
"8870","CLI6970","Escola Secundária","335","A","512"
"8871","CLI6971","Escola Secundária","491","C","517"
"8872","CLI6972","Universidade Pública","412","B","506"
"8873","CLI6973","Universidade Privada","339","A","515"
"8874","CLI6974","Escola Secundária","364","B","529"
"8875","CLI6975","Escola Secundária","335","D","532"
"8876","CLI6976","Escola Secundária","451","B","502"
"8877","CLI6977","Universidade Privada","483","C","529"
"8878","CLI6978","Universidade Privada","457","D","515"
"8879","CLI6979","Universidade Privada","365","A","532"
"8880","CLI6980","Universidade Pública","370","A","504"
"8881","CLI6981","Escola Secundária","472","C","507"
"8882","CLI6982","Escola Fundamental","309","A","505"
"8883","CLI6983","Escola Fundamental","398","D","521"
"8884","CLI6984","Universidade Pública","327","C","525"
"8885","CLI6985","Escola Fundamental","416","C","504"
"8886","CLI6986","Universidade Privada","329","A","518"
"8887","CLI6987","Escola Secundária","354","D","531"
"8888","CLI6988","Universidade Pública","342","D","512"
"8889","CLI6989","Escola Secundária","498","D","509"
"8890","CLI6990","Universidade Pública","410","B","528"
"8891","CLI6991","Universidade Privada","434","A","533"
"8892","CLI6992","Escola Fundamental","358","C","526"
"8893","CLI6993","Universidade Privada","339","D","531"
"8894","CLI6994","Universidade Privada","434","B","529"
"8895","CLI6995","Escola Fundamental","394","B","517"
"8896","CLI6996","Escola Fundamental","422","A","529"
"8897","CLI6997","Escola Fundamental","387","D","523"
"8898","CLI6998","Escola Fundamental","474","A","503"
"8899","CLI6999","Escola Secundária","413","B","500"
"8900","CLI7000","Universidade Privada","496","D","507"
"8901","CLI7001","Escola Fundamental","421","D","531"
"8902","CLI7002","Universidade Privada","381","B","511"
"8903","CLI7003","Universidade Privada","386","C","514"
"8904","CLI7004","Escola Secundária","310","D","533"
"8905","CLI7005","Universidade Pública","333","D","532"
"8906","CLI7006","Universidade Pública","307","A","513"
"8907","CLI7007","Universidade Pública","409","A","527"
"8908","CLI7008","Universidade Privada","387","B","503"
"8909","CLI7009","Universidade Pública","483","D","533"
"8910","CLI7010","Escola Secundária","439","A","500"
"8911","CLI7011","Escola Fundamental","404","D","506"
"8912","CLI7012","Universidade Privada","368","D","506"
"8913","CLI7013","Escola Secundária","340","D","501"
"8914","CLI7014","Escola Fundamental","391","D","529"
"8915","CLI7015","Universidade Privada","480","A","529"
"8916","CLI7016","Universidade Pública","416","D","502"
"8917","CLI7017","Universidade Pública","413","B","531"
"8918","CLI7018","Universidade Privada","352","C","507"
"8919","CLI7019","Escola Secundária","319","C","503"
"8920","CLI7020","Universidade Privada","439","B","515"
"8921","CLI7021","Universidade Pública","401","C","520"
"8922","CLI7022","Universidade Privada","419","C","517"
"8923","CLI7023","Escola Secundária","333","A","528"
"8924","CLI7024","Universidade Pública","429","B","529"
"8925","CLI7025","Escola Secundária","337","C","505"
"8926","CLI7026","Universidade Pública","468","D","527"
"8927","CLI7027","Universidade Pública","434","B","530"
"8928","CLI7028","Universidade Pública","312","B","503"
"8929","CLI7029","Escola Secundária","398","C","533"
"8930","CLI7030","Universidade Pública","429","C","532"
"8931","CLI7031","Universidade Privada","491","B","502"
"8932","CLI7032","Escola Secundária","383","A","502"
"8933","CLI7033","Universidade Privada","354","C","520"
"8934","CLI7034","Universidade Privada","414","C","529"
"8935","CLI7035","Universidade Privada","358","B","508"
"8936","CLI7036","Universidade Privada","401","C","515"
"8937","CLI7037","Escola Fundamental","496","B","513"
"8938","CLI7038","Escola Fundamental","350","B","526"
"8939","CLI7039","Universidade Pública","389","D","514"
"8940","CLI7040","Universidade Pública","450","B","531"
"8941","CLI7041","Universidade Privada","426","D","530"
"8942","CLI7042","Escola Fundamental","366","D","509"
"8943","CLI7043","Escola Secundária","437","C","523"
"8944","CLI7044","Escola Secundária","478","A","521"
"8945","CLI7045","Escola Fundamental","378","A","519"
"8946","CLI7046","Escola Secundária","400","D","518"
"8947","CLI7047","Escola Secundária","410","C","519"
"8948","CLI7048","Universidade Pública","350","A","504"
"8949","CLI7049","Universidade Pública","395","A","525"
"8950","CLI7050","Universidade Privada","357","D","526"
"8951","CLI7051","Escola Fundamental","441","B","511"
"8952","CLI7052","Escola Secundária","498","B","510"
"8953","CLI7053","Universidade Privada","442","D","527"
"8954","CLI7054","Universidade Privada","460","C","519"
"8955","CLI7055","Universidade Privada","328","C","501"
"8956","CLI7056","Escola Secundária","407","C","504"
"8957","CLI7057","Escola Secundária","480","C","533"
"8958","CLI7058","Escola Fundamental","322","B","524"
"8959","CLI7059","Escola Secundária","404","A","527"
"8960","CLI7060","Escola Fundamental","448","A","527"
"8961","CLI7061","Universidade Pública","398","C","531"
"8962","CLI7062","Escola Fundamental","344","C","514"
"8963","CLI7063","Universidade Privada","393","B","527"
"8964","CLI7064","Universidade Privada","450","A","518"
"8965","CLI7065","Universidade Privada","483","A","516"
"8966","CLI7066","Universidade Pública","394","D","522"
"8967","CLI7067","Escola Secundária","436","B","507"
"8968","CLI7068","Universidade Pública","334","C","523"
"8969","CLI7069","Universidade Pública","401","D","503"
"8970","CLI7070","Universidade Pública","393","D","512"
"8971","CLI7071","Universidade Privada","469","A","514"
"8972","CLI7072","Universidade Privada","396","C","503"
"8973","CLI7073","Escola Fundamental","441","B","507"
"8974","CLI7074","Universidade Pública","353","B","529"
"8975","CLI7075","Universidade Privada","331","D","506"
"8976","CLI7076","Universidade Privada","390","D","504"
"8977","CLI7077","Escola Secundária","403","B","506"
"8978","CLI7078","Universidade Pública","495","C","501"
"8979","CLI7079","Escola Fundamental","431","A","515"
"8980","CLI7080","Universidade Privada","452","B","514"
"8981","CLI7081","Universidade Privada","472","C","519"
"8982","CLI7082","Escola Secundária","353","B","506"
"8983","CLI7083","Universidade Privada","363","B","531"
"8984","CLI7084","Universidade Pública","408","A","520"
"8985","CLI7085","Universidade Privada","473","A","518"
"8986","CLI7086","Escola Secundária","325","A","533"
"8987","CLI7087","Universidade Privada","465","D","524"
"8988","CLI7088","Escola Fundamental","491","D","502"
"8989","CLI7089","Universidade Privada","457","C","522"
"8990","CLI7090","Escola Fundamental","381","A","520"
"8991","CLI7091","Escola Secundária","349","A","520"
"8992","CLI7092","Escola Secundária","498","C","525"
"8993","CLI7093","Escola Fundamental","494","D","514"
"8994","CLI7094","Universidade Privada","426","D","507"
"8995","CLI7095","Escola Secundária","450","C","516"
"8996","CLI7096","Universidade Pública","494","A","524"
"8997","CLI7097","Universidade Privada","431","A","509"
"8998","CLI7098","Universidade Pública","364","C","512"
"8999","CLI7099","Universidade Pública","399","B","504"
"9000","CLI7100","Escola Fundamental","399","D","510"
"9001","CLI7101","Universidade Privada","382","A","515"
"9002","CLI7102","Universidade Privada","317","C","533"
"9003","CLI7103","Escola Secundária","368","C","510"
"9004","CLI7104","Universidade Pública","369","B","517"
"9005","CLI7105","Escola Secundária","370","C","511"
"9006","CLI7106","Universidade Pública","439","D","525"
"9007","CLI7107","Escola Secundária","341","D","528"
"9008","CLI7108","Escola Fundamental","312","A","520"
"9009","CLI7109","Escola Fundamental","416","A","533"
"9010","CLI7110","Universidade Pública","356","B","521"
"9011","CLI7111","Escola Secundária","391","C","503"
"9012","CLI7112","Universidade Privada","409","D","511"
"9013","CLI7113","Escola Secundária","410","B","508"
"9014","CLI7114","Escola Secundária","322","A","529"
"9015","CLI7115","Escola Secundária","350","C","501"
"9016","CLI7116","Universidade Privada","453","A","501"
"9017","CLI7117","Escola Secundária","393","B","504"
"9018","CLI7118","Universidade Privada","350","C","503"
"9019","CLI7119","Escola Secundária","384","C","532"
"9020","CLI7120","Escola Fundamental","334","B","508"
"9021","CLI7121","Universidade Privada","465","D","518"
"9022","CLI7122","Escola Fundamental","421","C","512"
"9023","CLI7123","Universidade Privada","384","D","519"
"9024","CLI7124","Universidade Privada","346","D","521"
"9025","CLI7125","Escola Fundamental","463","A","515"
"9026","CLI7126","Escola Fundamental","311","B","518"
"9027","CLI7127","Universidade Pública","368","A","510"
"9028","CLI7128","Escola Secundária","396","D","513"
